ORDER ID,TN1 (NSS TN),TN2
2165933-1371,,YT2306121272156047
2165994-1371,,WNBAA0228335493YQ
2165936-1371,,WNBAA0228335572YQ
#1TS13924-1,,YT2306121272156017
2166402-1372,,WNBAA0228335779YQ
2166585-1372,,YT2306121272155965
2166482-1372,,YT2306121272155974
2166184-1372,,YT2306121272156048
2165812-1371,,YT2306121272155985
2165393-1371,,WNBAA0228335502YQ
2166474-1372,,WNBAA0228335475YQ
2166256-1372,,YT2306121272155999
2165465-1371,,WNBAA0228335782YQ
2166339-1372,,WNBAA0228335088YQ
2166253-1372,,YT2306121272156008
2165477-1371,,YT2306121272156019
2166775-1372,,WNBAA0228335600YQ
2165607-1371,,YT2306121272156199
2166056-1371,,YT2306121272156201
2165311-1371,,WNBAA0228335897YQ
2165919-1371,,YT2306121272156202
2164483-1371,,YT2306121272156205
2165417-1371,,YT2306121272156204
2166070-1371,,JY2332100131044762
2165348-1371,,YT2306121272156207
2166314-1372,,YT2306121272156209
2166269-1372,,YT2306121272156208
2165542-1371,,YT2306121272156211
2166111-1371,,WNBAA0228335899YQ
2164718-1371,,YT2306121272156212
2165735-1371,,YT2306121272156215
2166127-1372,,WNBAA0228335900YQ
2160908-1372,,YT2306121272156214
2164400-1371,,WNBAA0228335901YQ
2166461-1372,,WNBAA0228335902YQ
2166203-1372,,YT2306121272156217
2165490-1371,,YT2306121272156216
2164402-1371,,WNBAA0228335905YQ
2166852-1372,,YT2306121272156219
2165951-1371,,WNBAA0228335654YQ
2166858-1372,,YT2306121272156221
2165548-1371,,YT2306121272156218
2164545-1371,,YT2306121272156220
2166088-1371,,WNBAA0228335660YQ
2166061-1371,,YT2306121272156226
2166548-1372,,YT2306121272156223
2165502-1371,,WNBAA0228335946YQ
2166991-1372,,WNBAA0228336021YQ
2166429-1372,,WNBAA0228335652YQ
2165596-1371,,YT2306121272156225
2166726-1372,,YT2306121272156237
2166210-1372,,YT2306121272156227
2164999-1371,,YT2306121272156222
2166468-1372,,WNBAA0228336011YQ
2166543-1372,,WNBAA0228335938YQ
2165450-1371,,WNBAA0228335661YQ
2164967-1371,,YT2306121272156245
2165777-1371,,WNBAA0228335662YQ
2166819-1372,,WNBAA0228335964YQ
2167026-1372,,YT2306121272164232
2166788-1372,,WNBAA0228335655YQ
2164870-1371,,YT2306121272156232
2165247-1371,,JY2332900131044805
2165913-1371,,YT2306121272156249
2157444-1371,,YT2306121272164234
2166644-1372,,WNBAA0228335998YQ
2164973-1371,,YT2306121272156236
2165882-1371,,YT2306121272156252
2166931-1372,,YT2306121272156247
2165193-1371,,YT2306121272156233
2164529-1371,,YT2306121272156235
2166938-1372,,YT2306121272156255
2166486-1372,,WNBAA0228336039YQ
2165242-1371,,WNBAA0228336014YQ
2164706-1371,,7.32132E+15
2165541-1371,,YT2306121272156253
2164702-1371,,YT2306121272156256
2165093-1371,,WNBAA0228336032YQ
103420,,YT2306121272156244
2165644-1371,,YT2306121272156250
2165139-1371,,CO809486551312041742791680
2166338-1372,,YT2306121272156251
2166727-1372,,YT2306121272156246
2164703-1371,,WNBAA0228336035YQ
2164919-1371,,WNBAA0228336040YQ
2165823-1371,,WNBAA0228336041YQ
2165075-1371,,YT2306121272156258
103403,,WNBAA0228336049YQ
2166533-1372,,YT2306121272156272
2165897-1371,,YT2306121272156260
2165999-1371,,YT2306121272156267
2164421-1371,,YT2306121272156264
2165953-1371,,JY2332100131044830
2165387-1371,,YT2306121272156254
2164794-1371,,YT2306121272156263
2166194-1372,,WNBAA0228336044YQ
2164881-1371,,YT2306121272156285
2164674-1371,,YT2306121272156268
2165620-1371,,YT2306121272156299
2166080-1371,,WNBAA0228336052YQ
2166862-1372,,YT2306121272156269
2165244-1371,,YT2306121272156274
103398,,WNBAA0228335665YQ
2164574-1371,,YT2306121272156273
2165118-1371,,WNBAA0228336054YQ
2165376-1371,,YT2306121272156275
2164653-1371,,YT2306121272156283
2164886-1371,,YT2306121272156287
2165636-1371,,WNBAA0228336065YQ
2165267-1371,,YT2306121272156294
2166280-1372,,WNBAA0228336061YQ
2164722-1371,,WNBAA0228336050YQ
2164754-1371,,YT2306121272156270
2166163-1372,,WNBAA0228335669YQ
2166156-1372,,YT2306121272156322
2165059-1371,,YT2306121272164237
2165826-1371,,WNBAA0228336073YQ
2165432-1371,,YT2306121272156281
2166332-1372,,YT2306121272156321
2166904-1372,,WNBAA0228335670YQ
2166250-1372,,YT2306121272156324
2165104-1371,,WNBAA0228335666YQ
2165475-1371,,YT2306121272156289
2166513-1372,,YT2306121272156290
2166960-1372,,YT2306121272156327
2166560-1372,,WNBAA0228336078YQ
2166230-1372,,WNBAA0228336077YQ
2166178-1372,,7.32132E+15
2165955-1371,,YT2306121272156329
2160310-1371,,JY2332100131044856
2159149-1372,,YT2306121272156307
2166916-1372,,WNBAA0228336081YQ
2166107-1371,,YT2306121272156354
2164607-1371,,YT2306121272156370
2166002-1371,,WNBAA0228336083YQ
2164506-1371,,WNBAA0228335674YQ
2165462-1371,,YT2306121272156375
2165309-1371,,WNBAA0228335671YQ
2165543-1371,,WNBAA0228335675YQ
2166885-1372,,YT2306121272156376
2166177-1372,,YT2306121272156292
2164696-1371,,YT2306121272156413
2165342-1371,,WNBAA0228336110YQ
2165148-1371,,WNBAA0228336079YQ
2166568-1372,,YT2306121272156333
2164406-1371,,YT2306121272156300
2166755-1372,,YT2306121272156443
2164544-1371,,WNBAA0228336086YQ
2164409-1371,,6.21517E+12
2166281-1372,,YT2306121272156517
2165147-1371,,WNBAA0228336068YQ
2165683-1371,,WNBAA0228336076YQ
2166926-1372,,WNBAA0228335679YQ
2166439-1372,,WNBAA0228336118YQ
2166436-1372,,YT2306121272156332
2166809-1372,,WNBAA0228336092YQ
2165425-1371,,YT2306121272156344
2166185-1372,,WNBAA0228336096YQ
2052478-1372,,YT2306121272156435
2166973-1372,,YT2306121272156498
2165273-1371,,YT2306121272156379
2164543-1371,,YT2306121272156520
2166490-1372,,WNBAA0228336099YQ
2166818-1372,,WNBAA0228336129YQ
2165585-1371,,YT2306121272156525
2164914-1371,,WNBAA0228336144YQ
2165239-1371,,YT2306121272164238
2165521-1371,,YT2306121272156384
2165024-1371,,WNBAA0228336103YQ
2166074-1371,,YT2306121272156351
2164683-1371,,YT2306121272156414
2166005-1371,,YT2306121272156352
2164791-1371,,YT2306121272156411
2107718,,YT2306121272156415
2166795-1372,,WNBAA0228335680YQ
2166085-1371,,YT2306121272164239
2164769-1371,,YT2306121272156421
2166872-1372,,WNBAA0228336093YQ
2167025-1372,,WNBAA0228336117YQ
2167027-1372,,YT2306121272156511
2059494-1372,,YT2306121272156518
2164675-1371,,YT2306121272156431
2164522-1371,,WNBAA0228336152YQ
2164521-1371,,YT2306121266045097
2166659-1372,,WNBAA0228335678YQ
2166465-1372,,YT2306121272156547
2117021-1371,,YT2306121272156504
2165001-1371,,WNBAA0228336100YQ
2165645-1371,,YT2306121272156521
2166750-1372,,YT2306121272156417
2165391-1371,,YT2306121272156416
2164898-1371,,YT2306121272156522
2165151-1371,,WNBAA0228336141YQ
2165197-1371,,YT2306121272156554
2154520,,YT2306121272156434
2157931-1372,,6.21517E+12
2165047-1371,,YT2306121272156500
2165898-1371,,YT2306121272156502
2165965-1371,,WNBAA0228336107YQ
2164640-1371,,WNBAA0228336164YQ
2165563-1371,,YT2306121272156561
2164497-1371,,WNBAA0228336142YQ
2166779-1372,,YT2306121272156524
2166582-1372,,YT2306121272156533
2165832-1371,,WNBAA0228336151YQ
2165108-1371,,YT2306121272156539
2166058-1371,,YT2306121272156516
2166558-1372,,WNBAA0228336177YQ
2166740-1372,,WNBAA0228336150YQ
2165762-1371,,YT2306121272156562
2165507-1371,,7.32132E+15
2165836-1371,,YT2306121272156556
2165943-1371,,YT2306121272156566
2166808-1372,,JY2332100131044905
2166870-1372,,WNBAA0228336207YQ
2166988-1372,,YT2306121272156589
2165078-1371,,YT2306121272156532
2015661-1371,,YT2306121272156542
2166193-1372,,6.21517E+12
2164693-1371,,JY2332900131044902
2166323-1372,,WNBAA0228336167YQ
2165031-1371,,YT2306121272156565
2165159-1371,,YT2306121272156600
2164938-1371,,YT2306121272156569
2166811-1372,,WNBAA0228336169YQ
2165972-1371,,YT2306121272156619
2151259-1371,,WNBAA0228336113YQ
2164540-1371,,YT2306121272156429
2166968-1372,,WNBAA0228336507YQ
2165240-1371,,YT2306121272156642
2167008-1372,,YT2306121272164249
2165381-1371,,YT2306121272156575
2165012-1371,,WNBAA0228336211YQ
2154611-1371,,YT2306121272156501
2164885-1371,,YT2306121272156577
2165367-1371,,WNBAA0228336176YQ
2164430-1371,,YT2306121266045104
2165235-1371,,WNBAA0228336214YQ
2164661-1371,,YT2306121272156580
2165828-1371,,WNBAA0228336228YQ
2166583-1372,,YT2306121272156560
2155129-1371,,YT2306121272156644
2164498-1371,,JY2332100131044908
2165880-1371,,WNBAA0228336128YQ
2164392-1371,,YT2306121272156663
2166113-1371,,WNBAA0228336232YQ
2166054-1371,,WNBAA0228335691YQ
2165215-1371,,YT2306121272156585
2166569-1372,,YT2306121272156610
2164562-1371,,YT2306121272156545
2165022-1371,,YT2306121272156611
2166470-1372,,YT2306121272156590
2165571-1371,,WNBAA0228336195YQ
2165275-1371,,YT2306121272156667
2165174-1371,,YT2306121272156673
2165689-1371,,WNBAA0228336198YQ
2156822,,WNBAA0228336603YQ
2166497-1372,,YT2306121272156614
2165843-1371,,YT2306121272156549
2164956-1371,,JY2332100131044913
2165932-1371,,YT2306121272156550
2166189-1372,,WNBAA0228336606YQ
2166307-1372,,WNBAA0228336611YQ
2164962-1371,,WNBAA0228336206YQ
2165033-1371,,YT2306121272156586
2164866-1371,,YT2306121272156602
2166106-1371,,YT2306121272156618
2166861-1372,,WNBAA0228336432YQ
2165418-1371,,YT2306121272156692
2164869-1371,,YT2306121272156708
2165920-1371,,YT2306121272156714
2166894-1372,,WNBAA0228336213YQ
2166724-1372,,YT2306121272156588
2165583-1371,,WNBAA0228336254YQ
2165768-1371,,YT2306121272156629
2165698-1371,,WNBAA0228335689YQ
103406,,H00S0A0029923439
2166517-1372,,YT2306121272156623
2166521-1372,,YT2306121272156719
2165710-1371,,YT2306121272156631
2164625-1371,,JY2332900131044912
2165181-1371,,WNBAA0228336483YQ
2165796-1371,,YT2306121272156636
2165727-1371,,YT2306121272156722
2166523-1372,,YT2306121272156645
2166879-1372,,WNBAA0228336470YQ
2165923-1371,,WNBAA0228336259YQ
2165320-1371,,WNBAA0228336528YQ
2167064-1372,,YT2306121272156735
2165448-1371,,WNBAA0228336658YQ
2161316-1372,,YT2306121272156745
2164906-1371,,YT2306121272156597
2165934-1371,,YT2306121272156596
2166344-1372,,YT2306121272156598
2166850-1372,,YT2306121272156633
2164909-1371,,YT2306121272156746
2165627-1371,,WNBAA0228336274YQ
2165340-1371,,YT2306121272156649
2165947-1371,,YT2306121272156747
2166544-1372,,WNBAA0228336358YQ
2166962-1372,,YT2306121272156651
2166995-1372,,YT2306121272156603
2164903-1371,,YT2306121272156599
2165251-1371,,WNBAA0228336282YQ
2165403-1371,,YT2306121272156748
2166150-1372,,YT2306121272156604
2166700-1372,,YT2306121272156641
2166012-1371,,WNBAA0228336544YQ
2166297-1372,,YT2306121272156628
2165770-1371,,JY2332100131044921
2166055-1371,,YT2306121272156646
2165449-1371,,YT2306121272156634
2166234-1372,,7.32132E+15
2165533-1371,,YT2306121272156654
2164981-1371,,YT2306121272156655
2164856-1371,,YT2306121272156652
2165713-1371,,YT2306121272156616
2165751-1371,,WNBAA0228336546YQ
2164684-1371,,YT2306121272156653
2165873-1371,,WNBAA0228336551YQ
2166166-1372,,YT2306121272156666
2164850-1371,,YT2306121272156662
2164847-1371,,YT2306121272164257
2165811-1371,,YT2306121272156759
2164695-1371,,YT2306121272156771
2164561-1371,,YT2306121272156774
2164697-1371,,YT2306121272156617
2166903-1372,,WNBAA0228336556YQ
2167083-1372,,WNBAA0228336336YQ
2166045-1371,,YT2306121272156621
2166927-1372,,JY2332100131044925
2166148-1372,,WNBAA0228336573YQ
2166519-1372,,WNBAA0228336591YQ
2165330-1371,,WNBAA0228336524YQ
2166067-1371,,YT2306121272156676
2158256-1371,,WNBAA0228336613YQ
2165844-1371,,WNBAA0228336678YQ
103418,,WNBAA0228336323YQ
2166618-1372,,WNBAA0228336452YQ
2166977-1372,,YT2306121272156630
2167003-1372,,YT2306121272156707
2165065-1371,,6.21517E+12
2165060-1371,,YT2306121272156672
2165163-1371,,WNBAA0228336536YQ
2166355-1372,,YT2306121272156796
2166223-1372,,WNBAA0228336328YQ
2165304-1371,,YT2306121272156709
2165516-1371,,WNBAA0228336478YQ
2164760-1371,,WNBAA0228336503YQ
2165854-1371,,WNBAA0228336548YQ
2164963-1371,,WNBAA0228336579YQ
2164578-1371,,YT2306121272156800
2165277-1371,,YT2306121272156659
2164698-1371,,YT2306121272156664
2165612-1371,,YT2306121272156802
2164489-1371,,YT2306121272156665
2165800-1371,,YT2306121272156711
2166130-1372,,WNBAA0228336580YQ
2167055-1372,,YT2306121272156712
2165916-1371,,YT2306121272156805
2164512-1371,,YT2306121272156716
2165066-1371,,WNBAA0228336702YQ
2164556-1371,,YT2306121272156815
2165684-1371,,WNBAA0228336581YQ
2166535-1372,,YT2306121272156717
2166480-1372,,WNBAA0228336345YQ
2166315-1372,,WNBAA0228336717YQ
2165981-1371,,WNBAA0228336350YQ
2166506-1372,,WNBAA0228336592YQ
2156850-1371,,YT2306121272156675
2165097-1371,,YT2306121272156825
2167039-1372,,YT2306121272156827
2166707-1372,,YT2306121272156830
2165200-1371,,WNBAA0228336623YQ
2165970-1371,,WNBAA0228336636YQ
2166996-1372,,WNBAA0228336727YQ
2167014-1372,,YT2306121272156832
2165924-1371,,WNBAA0228336599YQ
2165440-1371,,YT2306121272156728
2166138-1372,,YT2306121272156668
2166837-1372,,YT2306121272156834
2164743-1371,,WNBAA0228336583YQ
2165888-1371,,YT2306121272156839
2167004-1372,,WNBAA0228336600YQ
2165747-1371,,YT2306121272156674
2164802-1371,,YT2306121272156733
2165842-1371,,YT2306121272156677
2165416-1371,,H00S0A0029923770
2166444-1372,,WNBAA0228336653YQ
2166158-1372,,WNBAA0228336607YQ
2165328-1371,,WNBAA0228336605YQ
2165306-1371,,YT2306121272156705
2164654-1371,,YT2306121272156698
2165072-1371,,YT2306121272156702
2165468-1371,,WNBAA0228336601YQ
2166776-1372,,YT2306121272156840
2165806-1371,,WNBAA0228336652YQ
2166217-1372,,WNBAA0228336614YQ
2165926-1371,,WNBAA0228336648YQ
2165290-1371,,WNBAA0228336734YQ
2166516-1372,,YT2306121272156738
2165509-1371,,YT2306121272156841
2159080-1371,,YT2306121272156704
2165565-1371,,WNBAA0228336353YQ
2101563-1372,,YT2306121272156750
2166877-1372,,YT2306121272156706
2165352-1371,,YT2306121272156849
2165190-1371,,YT2306121272164263
2164871-1371,,YT2306121272156741
2165210-1371,,YT2306121272156850
2166738-1372,,WNBAA0228336754YQ
2166170-1372,,YT2306121272156713
2166693-1372,,WNBAA0228336664YQ
2166162-1372,,YT2306121272156761
2164905-1371,,YT2306121272156758
2157327-1371,,WNBAA0228336667YQ
2164442-1371,,YT2306121272156718
2053260-1371,,YT2306121272156715
2166959-1372,,YT2306121272156855
2164692-1371,,WNBAA0228336756YQ
2167015-1372,,WNBAA0228336675YQ
2166577-1372,,YT2306121272156721
2166675-1372,,WNBAA0228336633YQ
2164604-1371,,YT2306121272156724
2165632-1371,,WNBAA0228336629YQ
2165865-1371,,YT2306121272156778
2166634-1372,,YT2306121272156785
2164714-1371,,YT2306121272156766
2164550-1371,,YT2306121272156769
2164538-1371,,YT2306121272156787
2166912-1372,,YT2306121272156727
2166305-1372,,YT2306121272156723
2165125-1371,,YT2306121272156859
2164519-1371,,YT2306121272156726
2165743-1371,,WNBAA0228336656YQ
2165327-1371,,WNBAA0228336638YQ
2165643-1371,,YT2306121272156795
2166635-1372,,YT2306121272156739
2164799-1371,,YT2306121272156751
2164514-1371,,6.21517E+12
2165246-1371,,YT2306121272156799
2164709-1371,,WNBAA0228336680YQ
2164930-1371,,WNBAA0228336640YQ
2165407-1371,,YT2306121272156782
2166597-1372,,WNBAA0228336684YQ
2166686-1372,,YT2306121272156798
2166438-1372,,WNBAA0228336695YQ
2164733-1371,,YT2306121272156860
2164525-1371,,YT2306121272156789
2164953-1371,,WNBAA0228336360YQ
2166901-1372,,YT2306121272156794
2166484-1372,,WNBAA0228336665YQ
2165904-1371,,YT2306121272156797
2164462-1371,,YT2306121272156862
2165188-1371,,YT2306121272156807
2164646-1371,,WNBAA0228336692YQ
103421,,YT2306121272156864
2166771-1372,,YT2306121272156812
2165250-1371,,WNBAA0228336768YQ
2166296-1372,,YT2306121272156863
2165090-1371,,WNBAA0228336647YQ
2165133-1371,,WNBAA0228336668YQ
2164966-1371,,YT2306121272156767
2164954-1371,,YT2306121272156740
2166909-1372,,YT2306121272156813
2166899-1372,,YT2306121272156866
2164928-1371,,YT2306121272156816
2166134-1372,,WNBAA0228336661YQ
2164569-1371,,WNBAA0228336700YQ
2165890-1371,,YT2306121272156754
2166084-1371,,YT2306121272156780
2165122-1371,,6.21517E+12
2167069-1372,,WNBAA0228336368YQ
2167001-1372,,YT2306121272156803
2165949-1371,,WNBAA0228336701YQ
2165021-1371,,YT2306121272156817
2164503-1371,,YT2306121272156809
2165939-1371,,YT2306121272156755
2166144-1372,,YT2306121272156762
2166481-1372,,WNBAA0228336772YQ
2166282-1372,,WNBAA0228336720YQ
2165956-1371,,WNBAA0228336775YQ
2164656-1371,,H00S0A0029923819
2164427-1371,,YT2306121272156867
1899402,,YT2306121272156829
2164897-1371,,WNBAA0228336361YQ
2165576-1371,,YT2306121272156765
2165763-1371,,YT2306121272156770
2165786-1371,,WNBAA0228336716YQ
2166000-1371,,YT2306121272156777
2166321-1372,,JY2332100131045020
2070333-1371,,YT2306121272156781
2166708-1372,,WNBAA0228336744YQ
2165361-1371,,YT2306121272156868
2166599-1372,,WNBAA0228336753YQ
2166263-1372,,WNBAA0228336719YQ
2166087-1371,,WNBAA0228336728YQ
2165105-1371,,WNBAA0228336755YQ
2165177-1371,,YT2306121272156822
2166397-1372,,WNBAA0228336681YQ
2164487-1371,,WNBAA0228336757YQ
2164861-1371,,YT2306121272156837
2165274-1371,,YT2306121272156823
2166650-1372,,WNBAA0228336741YQ
2166985-1372,,YT2306121272156869
2165505-1371,,YT2306121272156870
2164395-1371,,YT2306121272156871
2166268-1372,,YT2306121272156872
2167056-1372,,WNBAA0228336746YQ
2166176-1372,,WNBAA0228336749YQ
2018983-1371,,YT2306121272157076
2165623-1371,,YT2306121272157090
2165884-1371,,YT2306121272157077
2166514-1372,,WNBAA0228336892YQ
2167048-1372,,WNBAA0228336894YQ
2165150-1371,,WNBAA0228336399YQ
2165557-1371,,WNBAA0228336895YQ
2165006-1371,,YT2306121272157078
2166574-1372,,YT2306121272157079
2166833-1372,,WNBAA0228336896YQ
2166466-1372,,YT2306121272157083
2167062-1372,,YT2306121272164272
2166209-1372,,WNBAA0228336906YQ
2165979-1371,,YT2306121272164276
2165530-1371,,YT2306121272157084
2166073-1371,,WNBAA0228336907YQ
2164896-1371,,YT2306121272157081
2144915-1371,,WNBAA0228336911YQ
2166072-1371,,WNBAA0228336909YQ
2164736-1371,,WNBAA0228336914YQ
2166773-1372,,WNBAA0228336908YQ
2166900-1372,,YT2306121272157085
2165914-1371,,YT2306121272157094
2165746-1371,,YT2306121272157088
2164724-1371,,YT2306121272157091
2165029-1371,,WNBAA0228336920YQ
2164858-1371,,JY2332100131045159
2166678-1372,,YT2306121272157096
2164495-1371,,YT2306121272157095
2166379-1372,,YT2306121272157098
2166616-1372,,WNBAA0228336922YQ
2165969-1371,,YT2306121272157111
2165310-1371,,YT2306121272157097
2166352-1372,,JY2332100131045162
2166815-1372,,WNBAA0228336925YQ
2165859-1371,,YT2306121272157113
2165925-1371,,WNBAA0228336929YQ
1991366-1371,,YT2306121272157168
2165706-1371,,WNBAA0228336928YQ
2166714-1372,,YT2306121272157115
2165014-1371,,WNBAA0228336930YQ
2166964-1372,,WNBAA0228336400YQ
2164887-1371,,YT2306121272157117
2165902-1371,,YT2306121272157118
2164993-1371,,WNBAA0228336935YQ
2166478-1372,,WNBAA0228336934YQ
2166191-1372,,YT2306121272157116
2164488-1371,,YT2306121272164281
2166979-1372,,YT2306121272157123
2165673-1371,,WNBAA0228337003YQ
2165263-1371,,YT2306121272157126
2166112-1371,,YT2306121272157125
2166036-1371,,WNBAA0228336938YQ
2167080-1372,,YT2306121272157122
2166229-1372,,YT2306121272157132
2164824-1371,,WNBAA0228336940YQ
2165508-1371,,WNBAA0228336941YQ
2165702-1371,,YT2306121272157133
2165749-1371,,WNBAA0228336961YQ
2165167-1371,,YT2306121272157127
2157571,,YT2306121272157124
2164873-1371,,YT2306121272157148
2167040-1372,,WNBAA0228336968YQ
2166768-1372,,WNBAA0228336942YQ
2166049-1371,,YT2306121272157163
2165750-1371,,YT2306121272157141
2164468-1371,,YT2306121266045286
2164882-1371,,YT2306121272157147
2165357-1371,,YT2306121272157142
2166669-1372,,YT2306121272157145
2166154-1372,,YT2306121272157212
2166527-1372,,YT2306121272157238
2165008-1371,,YT2306121272157144
2164748-1371,,YT2306121272157248
2166285-1372,,YT2306121272157250
2166797-1372,,WNBAA0228336969YQ
2164533-1371,,YT2306121272157158
2167050-1372,,WNBAA0228336984YQ
2166029-1371,,WNBAA0228336987YQ
2157088-1371,,YT2306121272157164
2166549-1372,,YT2306121272157252
2165546-1371,,WNBAA0228336983YQ
2165885-1371,,YT2306121272157301
2164435-1371,,YT2306121272157308
2165485-1371,,WNBAA0228337007YQ
2166252-1372,,YT2306121272157165
2166021-1371,,WNBAA0228337135YQ
2164805-1371,,YT2306121272157167
2166691-1372,,YT2306121272157171
2166602-1372,,WNBAA0228337136YQ
2165496-1371,,YT2306121272157169
2166889-1372,,WNBAA0228336997YQ
2165294-1371,,YT2306121272157170
2166298-1372,,YT2306121272157172
2156985-1371,,WNBAA0228337105YQ
2165677-1371,,WNBAA0228337009YQ
2166799-1372,,YT2306121272157173
2166936-1372,,YT2306121272157249
2165578-1371,,YT2306121272157176
2166265-1372,,YT2306121272157251
2165436-1371,,WNBAA0228337022YQ
2166278-1372,,WNBAA0228337110YQ
2166140-1372,,YT2306121272157323
2164803-1371,,YT2306121272157231
2166450-1372,,WNBAA0228337116YQ
2166213-1372,,WNBAA0228337114YQ
2166031-1371,,YT2306121272157253
2164964-1371,,WNBAA0228337016YQ
2166620-1372,,YT2306121272157325
2166856-1372,,WNBAA0228337124YQ
2164601-1371,,WNBAA0228337025YQ
2165036-1371,,YT2306121272164288
2164738-1371,,JY2332100131045179
2164798-1371,,H00S0A0029924138
2165257-1371,,YT2306121272157266
2165068-1371,,YT2306121272157270
2166228-1372,,YT2306121272157302
2166401-1372,,YT2306121272157304
2164685-1371,,YT2306121272157311
2164479-1371,,YT2306121272157331
2165406-1371,,YT2306121272157313
2165611-1371,,WNBAA0228337132YQ
2165130-1371,,WNBAA0228337134YQ
2165690-1371,,YT2306121272157305
2167263-1372,,YT2306121272157303
2164833-1371,,YT2306121272157312
2165110-1371,,YT2306121272157310
2166592-1372,,YT2306121272157315
2165703-1371,,WNBAA0228337137YQ
2165515-1371,,YT2306121272157316
2165691-1371,,WNBAA0228337153YQ
2166859-1372,,WNBAA0228337146YQ
2166050-1371,,YT2306121272157317
2164912-1371,,YT2306121272157314
2165329-1371,,WNBAA0228337140YQ
2164541-1371,,YT2306121272157318
2165782-1371,,YT2306121272157322
2166244-1372,,YT2306121272157319
2167024-1372,,WNBAA0228337157YQ
2165049-1371,,YT2306121272157324
2166064-1371,,WNBAA0228337024YQ
103410,,YT2306121272157332
2166802-1372,,YT2306121272157321
CT1010-2,,4162249276
103476,,WNBAA0228433305YQ
103314,,YT2306221272067866
103313,,YT2306221272062541
2167486-1373,,WNBAA0228433310YQ
2167941-1374,,WNBAA0228433311YQ
2167911-1374,,YT2306221272062546
2167493-1374,,WNBAA0228433148YQ
103531,,YT2306221272062547
2167309-1373,,WNBAA0228433312YQ
2167118-1373,,YT2306221272067867
2167179-1373,,YT2306221272062559
2167300-1373,,WNBAA0228433152YQ
2167314-1373,,YT2306221272062563
2168332-1374,,YT2306221272062553
2167729-1374,,YT2306221272062573
2167644-1374,,YT2306221272062556
2167187-1373,,WNBAA0228433321YQ
2167501-1374,,YT2306221272067871
2167935-1374,,WNBAA0228433154YQ
2167865-1374,,WNBAA0228433155YQ
2167806-1374,,YT2306221272062571
2167659-1374,,WNBAA0228433324YQ
2167800-1374,,WNBAA0228433331YQ
2167794-1374,,YT2306221272062587
2167174-1373,,YT2306221272062580
2167131-1373,,WNBAA0228433330YQ
103509,,YT2306221272062586
2167539-1374,,WNBAA0228433332YQ
2167880-1374,,WNBAA0228433336YQ
2167599-1374,,JY2333900131024135
103222,,YT2306221272067872
2167375-1373,,YT2306221272062596
2167407-1373,,WNBAA0228433347YQ
2167982-1374,,YT2306221272062605
2167954-1374,,YT2306221272062603
2167107-1373,,YT2306221272062608
2167542-1374,,YT2306221272062610
2167890-1374,,YT2306221272062609
2167302-1373,,YT2306221272062621
2167155-1373,,WNBAA0228433355YQ
2167328-1373,,YT2306221272062627
2167335-1373,,YT2306221272062630
2167902-1374,,WNBAA0228433364YQ
103498,,JY2333100131024138
2167197-1373,,WNBAA0228433162YQ
2167162-1373,,YT2306221272062636
2167756-1374,,WNBAA0228433366YQ
2167853-1374,,YT2306221272062648
2167097-1373,,WNBAA0228433375YQ
2167312-1373,,YT2306221272062656
2167348-1373,,YT2306221272062661
2167226-1373,,YT2306221272062660
2167723-1374,,WNBAA0228433381YQ
2167672-1374,,YT2306221272062666
103523,,WNBAA0228433383YQ
2167437-1373,,YT2306221272062669
2167267-1373,,YT2306221272067875
2167417-1373,,WNBAA0228433385YQ
2167156-1373,,WNBAA0228433391YQ
2167223-1373,,YT2306221272062678
2167872-1374,,WNBAA0228433392YQ
2167674-1374,,WNBAA0228433394YQ
2167816-1374,,YT2306221272062692
2167477-1373,,YT2306221272062691
2167154-1373,,YT2306221272062687
2167091-1373,,YT2306221272062693
2167925-1374,,WNBAA0228433397YQ
2167746-1374,,YT2306221272067873
2167230-1373,,WNBAA0228433400YQ
2167412-1373,,WNBAA0228433402YQ
2167603-1374,,WNBAA0228433406YQ
103528,,1Z3A67E50414990638
2167255-1373,,WNBAA0228433404YQ
2167478-1373,,YT2306221272062715
2167306-1373,,WNBAA0228433412YQ
2167304-1373,,YT2306221272062720
2167172-1373,,YT2306221272062722
2167625-1374,,WNBAA0228433413YQ
103524,,YT2306221272062727
103442,,WNBAA0228433418YQ
2167261-1373,,YT2306221272062736
103467,,YT2306221272062739
#1TS12264-2,,JY2333100131024144
2168010-1374,,WNBAA0228433419YQ
2167727-1374,,YT2306221272062749
2167818-1374,,7.32132E+15
2167395-1373,,WNBAA0228433420YQ
2167104-1373,,YT2306221272062760
2167449-1373,,YT2306221272062759
2168014-1374,,YT2306221272062764
2167764-1374,,YT2306221272062767
2167702-1374,,YT2306221272062769
2167515-1374,,YT2306221272062770
2167565-1374,,WNBAA0228433425YQ
103460,,WNBAA0228433427YQ
103453,,YT2306221272062777
2167372-1373,,YT2306221272062778
2167999-1374,,YT2306221272062782
103527,,H00S0A0029998828
2167568-1374,,YT2306221272062789
2168011-1374,,YT2306221272062793
2167826-1374,,WNBAA0228433430YQ
103489,,YT2306221272062797
103444,,YT2306221272062799
2167203-1373,,WNBAA0228433432YQ
2167259-1373,,WNBAA0228433433YQ
2167279-1373,,YT2306221272062803
103499,,H00S0A0029998830
2167617-1374,,WNBAA0228433439YQ
